MolecularFormula,split,smiles,Activity(IC50),Activity(pIC50)
C27H35N7O4,train,C/C=C/Cn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1NC(=O)C(C)C)c(=O)n2C,3,8.522878745
C18H21N2O4P,train,NCC(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,16000,4.795880017
C20H16F3N5O2,train,N[C@H]1CN(c2cc(-c3cccc([N+](=O)[O-])c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,120,6.920818754
C19H24N6O2,train,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,82,7.086186148
C17H20N4O2S,train,N[C@H]1CN(C(=O)c2ccc3ncsc3c2)C[C@H]1C(=O)N1CCCC1,42,7.37675071
C18H19N5O3,train,N[C@@H]1CN(C(=O)c2cnc3ccccc3n2)C(=O)[C@@H]1C(=O)N1CCCC1,3,8.522878745
C18H24N6OS,train,N#Cc1ccnc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c1,1.6,8.795880017
C18H29FN4O3,train,CCC(C)(C)c1nnc(C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC(C)(C)C)o1,20,7.698970004
C32H32O6,train,COc1ccc(C(CCc2ccc(O)cc2OC)c2c(O)cc(OC)cc2/C=C/c2ccc(O)cc2)cc1,39100,4.407823243
C16H15F6N5O,train,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1)Cc1cc(F)c(F)cc1F,59,7.229147988
C19H23N7O,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2ccc(-n3cncn3)cc2)C[C@@H]1N,3.2,8.494850022
C19H23FN4O3,train,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1noc(-c2ccc(F)cc2)n1,15,7.823908741
C17H24N4O3,train,CC(c1ccc([N+](=O)[O-])cc1)N1C[C@H](N)[C@H](C(=O)N2CCCC2)C1,83,7.080921908
C20H24N6O2,train,Cc1nnc(-c2ccc(CN3C[C@H](N)[C@H](C(=O)N4CCC[C@H]4C#N)C3)cc2)o1,8.5,8.070581074
C21H26N4O,train,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)cc(C)c1C#N,1.1,8.958607315
C19H18F6N8O,train,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cn1cncn1)Cc1cc(F)c(F)cc1F,2,8.698970004
C21H25F5N4O,train,CC(C)Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,220,6.657577319
C21H19NO4,train,COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3,56230,4.250031916
C21H26N6O,train,CC(c1ccc(-n2cncn2)cc1)N1C[C@H](N)[C@H](C(=O)C2CCC[C@H]2C#N)C1,3,8.522878745
C16H24N4O2,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCCCC2)CN1,4.9,8.30980392
C15H22N4O2S,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCSCC2)CN1,4.8,8.318758763
C22H28N2O2,train,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cccc(C)c3)CN1CC2,13,7.886056648
C20H21F6N5O,train,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1CC1CC1)Cc1cc(F)c(F)cc1F,7,8.15490196
C24H22F6N4O,train,N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)n(Cc3ccc(F)cc3)c2C1)Cc1cc(F)ccc1F,250,6.602059991
C22H31FN6O2,train,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2cccc3ncnn32)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1,2.3,8.638272164
C18H18F6N4O,train,Cn1cnc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C(F)(F)F,50,7.301029996
C21H20F3N5O,train,N[C@@H](CC(=O)N1CCn2nc(-c3ccccc3)nc2C1)Cc1cc(F)c(F)cc1F,68,7.167491087
C22H22FN5O3,train,Nc1ccc([C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]2N)cc1,3000,5.522878745
C18H22N6O2,train,N[C@H]1CN(C(=O)c2ccc(-n3cncn3)cc2)C[C@H]1C(=O)N1CCCC1,40,7.397940009
C18H20ClN3O3,train,N[C@H]1CN(C(=O)c2cc3cc(Cl)ccc3o2)C[C@H]1C(=O)N1CCCC1,86,7.065501549
C21H26N6O,train,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)ccc1-n1cncn1,46,7.337242168
C16H16ClN3O,train,NCc1c(-c2ccccc2Cl)ccc2ncn(CCO)c12,96,7.017728767
C23H24N8O,train,CC#CCn1c(N2CCNCC2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,5,8.301029996
C24H27N5O,train,CC#CCn1c(C(=O)NCc2cccc3ccccc23)cnc1N1CCCC(N)C1,107,6.970616222
C15H21N3O2S,train,N[C@H](C(=O)N1CC[C@H]1C(=O)c1nccs1)C1CCCCC1,30,7.522878745
C15H24N4O3,train,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N2CCOCC2)[C@H](C)N1,24,7.619788758
C17H17F5N4O,train,N[C@@H](CC(=O)N1CCc2[nH]c(C(F)(F)F)nc2C1)Cc1cc(F)ccc1F,140,6.853871964
C25H26N6O,train,CC#CCn1c(N2CCCC(N)C2)nc(C#N)c1C(=O)NCc1cccc2ccccc12,582,6.235077015
C26H29N7O2,train,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)cc3ccccc13)c(=O)n2C,2,8.698970004
C17H22N4O4S,train,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,122,6.913640169
C16H24N6O2S2,train,Cc1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n1,44,7.356547324
C24H26N8O,train,CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,1,9
C15H15N3,train,Cn1cnc2c(CN)c(-c3ccccc3)ccc21,40000,4.397940009
C9H16N2O,train,O=C([C@@H]1CCCN1)N1CCCC1,9700,5.013228266
C18H27N5O2S,train,Cc1ncc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)s1,620,6.207608311
C21H25ClFN3O3S,train,CS(=O)(=O)c1ccc(-c2noc([C@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,12,7.920818754
C18H27N5O2S,train,Cc1nsc(C2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,970,6.013228266
C20H21F6N5O2,train,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@@H]1C(O)C1CC1)Cc1cc(F)c(F)cc1F,14,7.853871964
C26H28N6O2,train,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1cccc3ccccc13)c(=O)n2C,15,7.823908741
C14H11Cl2N3,train,NCc1c(-c2ccc(Cl)cc2Cl)ccc2nc[nH]c12,630,6.200659451
C27H32N2O3,train,Cc1ccc(-c2c(COCc3ccc(C(=O)O)cc3)c(C)nc(CC(C)C)c2CN)cc1,7.2,8.142667504
C18H24N4O2,train,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)NCc2ccccc2)[C@H](C)N1,51,7.292429824
C20H24F3N5O,train,Cc1nnc2n1[C@@H]1CCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)C[C@@H]1CC2,28,7.552841969
C25H23N3O2,train,NCc1c(Cc2ccccc2)nc2ccc(OCC(N)=O)cc2c1-c1ccccc1,720,6.142667504
C20H21F6N5O,train,N[C@@H](CC(=O)N1CC[C@H]2[C@H](CCc3nnc(C(F)(F)F)n32)C1)Cc1cc(F)c(F)cc1F,70,7.15490196
C28H33F3N4O6,train,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,255,6.59345982
C21H24N4OS,train,Cc1ccc(-c2c(-c3nc(C(N)=O)cs3)cnc(CC(C)C)c2CN)cc1,2.1,8.677780705
C23H30N2O4,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OCCCC(=O)O)cc1,470,6.327902142
C25H30N2O3,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(OCCCC(=O)O)cc23)cc1,17,7.769551079
C20H21BrN2,train,CC(C)Cc1nc2ccc(Br)cc2c(-c2ccccc2)c1CN,630,6.200659451
C11H18N4O2,train,C[C@@H]1N[C@H](C(=O)NCC#N)C[C@@H]1C(=O)N(C)C,13000,4.886056648
C23H27N3O2,train,CCCCCc1nc2ccc(OCC(N)=O)cc2c(-c2ccccc2)c1CN,540,6.26760624
C13H22N4O2,train,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N(C)C)[C@H](C)N1,24,7.619788758
C24H28N2O3,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(OCCC(=O)O)cc23)cc1,29,7.537602002
C20H21F6N5O,train,N[C@@H](CC(=O)N1CC[C@H]2[C@@H](CCc3nnc(C(F)(F)F)n32)C1)Cc1cc(F)c(F)cc1F,537,6.270025714
C30H37F3N4O6,train,CCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,67,7.173925197
C20H21BrN2O,train,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(Br)ccc2c1=O,1200,5.920818754
C27H30N2O4,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OCc2ccccc2C(=O)O)cc1,29,7.537602002
C23H26N2O3,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(OCC(=O)O)cc23)cc1,140,6.853871964
C27H30N2O4,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OCc2cccc(C(=O)O)c2)cc1,87,7.060480747
C22H25N3O2,train,CCCCc1nc2ccc(OCC(N)=O)cc2c(-c2ccccc2)c1CN,620,6.207608311
C22H28F3N5O,train,CC(C)c1nnc2n1[C@@H]1CCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)C[C@@H]1CC2,32.36,7.489991487
C23H27N3O2,train,CC(C)(C)Cc1nc2ccc(OCC(N)=O)cc2c(-c2ccccc2)c1CN,250,6.602059991
C23H27N3O3,train,Cc1ccc(-c2c(CN)n(CC(C)C)c(=O)c3ccc(OCC(N)=O)cc23)cc1,220,6.657577319
C14H22N4O2,train,C[C@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@H]1C(=O)N(C)C,110,6.958607315
C31H39F3N4O6,train,CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,102,6.991399828
C23H24F3N7O,train,N[C@@H](CC(=O)N1CC[C@@H]2[C@@H](CCc3nnc(-c4cnccn4)n32)C1)Cc1cc(F)c(F)cc1F,60,7.22184875
C21H23N3O,train,CC(C)Cc1nc2ccc(C(N)=O)cc2c(-c2ccccc2)c1CN,170,6.769551079
C26H29F3N6O2,train,CCOc1cccc(-c2nnc3n2[C@@H]2CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)C[C@@H]2CC3)n1,139,6.8569852
C22H25N3OS,train,CC(=O)c1csc(-c2cnc(CC(C)C)c(CN)c2-c2ccc(C)cc2)n1,8.7,8.060480747
C24H27N3O2S,train,Cc1ccc(-c2c(/C=C/c3nc(C(=O)O)cs3)c(C)nc(CC(C)C)c2CN)cc1,5.5,8.259637311
C24H29N3O2S,train,Cc1ccc(-c2c(CCc3nc(C(=O)O)cs3)c(C)nc(CC(C)C)c2CN)cc1,2.6,8.585026652
C26H32N2O3,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(OCCCCC(=O)O)cc23)cc1,4.6,8.337242168
C27H30N2O4,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc(C)c2C(=O)OCc2ccc(C(=O)O)cc2)cc1,17,7.769551079
C21H23N3O2,train,CCCc1nc2ccc(OCC(N)=O)cc2c(-c2ccccc2)c1CN,510,6.292429824
C20H23ClFN3O,train,N[C@@H](CC(=O)N1CCN(c2ccc(Cl)cc2)CC1)Cc1ccccc1F,1247,5.904133547
C20H22N4O2,train,CC(C)Cn1c(CN)c(-c2ccccc2)c2cc(C(N)=O)cnc2c1=O,470,6.327902142
C23H24FN7O2S,train,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc3cc(F)ccc3s1)c(=O)n2C,0.08,10.09691001
C15H21N3O2S,train,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,51.5,7.288192771
C20H16ClF3N4,train,N[C@H]1CN(c2cc(-c3ccc(Cl)cc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,470,6.327902142
C18H23N3O2,train,Cc1ccc(O)c(C)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,4.9,8.30980392
C15H22N4O3,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCOCC2)CN1,4.3,8.366531544
C17H15ClN4,train,NCc1c(N)nc(-c2ccccc2)nc1-c1cccc(Cl)c1,31000,4.508638306
C15H21N5O,train,N#Cc1ccc(NCC[C@H](N)C(=O)N2CCCCC2)nc1,205000,3.688246139
C23H31N3O2,train,N[C@@H](CCNCc1ccccc1OCc1ccccc1)C(=O)N1CCCCC1,500000,3.301029996
C19H24F5N3O4S,train,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,23,7.638272164
C16H13NO3,train,Cc1cccc(C)c1N1C(=O)c2ccc(O)cc2C1=O,74100,4.130181792
C21H28N4O4,train,COc1cc2c(cc1OC)CN(C(=O)CCNCC(=O)N1CCC[C@H]1C#N)CC2,651,6.186419011
C21H26FN3O2,train,Cc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1,52,7.283996656
C23H23F2N3OS2,train,CSc1ccc(-c2nc3c(s2)CN(C(=O)C[C@H](N)Cc2cc(F)ccc2F)CC3)cc1,380,6.420216403
C21H22F4N2O,train,C[C@@H](c1ccc(-c2ccccc2C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,130,6.886056648
C19H21F2N3O2,train,N[C@@H](CC(=O)N1CCc2nc(C3CC3)oc2C1)Cc1cc(F)ccc1F,290,6.537602002
C20H26N4O2,train,C[C@@H](CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,54,7.26760624
C21H26F2N4O2,train,CC(C)(CC(=O)N1CCc2cc(F)cc(F)c2C1)NCC(=O)N1CCC[C@H]1C#N,22,7.657577319
C19H22F2N4O,train,N[C@@H](CC(=O)N1CCc2c(C3CC3)n[nH]c2C1)Cc1cc(F)ccc1F,160,6.795880017
C17H20F2N4O,train,Cc1[nH]nc2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,250,6.602059991
C17H16F5N3OS,train,N[C@@H](CC(=O)N1CCc2nc(C(F)(F)F)sc2C1)Cc1cc(F)ccc1F,310,6.508638306
C16H27BN2O3,train,O=C(CNC1C2CC3CC(C2)CC1C3)N1CCC[C@@H]1B(O)O,12,7.920818754
C16H24N4O,train,CC1(C)CCCC1(C)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,3000,5.522878745
C18H21F2N3O2,train,O=C([C@@H]1CN[C@H](C(=O)N2CCC(F)(F)C2)C1)N1Cc2ccccc2C1,129,6.88941029
C16H21F2N3O2,train,CC1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,11.5,7.93930216
C15H15F3N4,train,N[C@H]1CN(c2ncccn2)CC[C@@H]1c1cc(F)c(F)cc1F,90,7.045757491
C16H16ClF4N5O,train,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(Cl)ccc1F,21,7.677780705
C15H22N4O2,train,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCCC2)CN1,5.6,8.251811973
C19H33FN4O3,train,CC(=O)N(C)C1CCC([C@H](C(=O)N(C)C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,29,7.537602002
C21H26N2O2,train,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3ccccc3)CN1CC2,200,6.698970004
C18H19N5O3,train,N[C@H]1CN(C(=O)c2cnc3ccccc3n2)C(=O)[C@H]1C(=O)N1CCCC1,65,7.187086643
C16H21F2N3O,train,N[C@H]1CN(Cc2ccc(F)c(F)c2)C[C@H]1C(=O)N1CCCC1,80,7.096910013
C20H24N4O,train,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)ccc1C#N,1.3,8.886056648
C23H30N4O,train,CCc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)cc(CC)c1C#N,4.7,8.327902142
C24H31FN4O4S,train,Cc1ccc(S(=O)(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1,430,6.366531544
C19H23ClFN3O3S,train,CCS(=O)(=O)c1ccc(-c2noc(C(C)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,50,7.301029996
C21H25F5N4O,train,CC(C)Cn1c(C(F)(F)F)nc2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2,260,6.585026652
C21H25ClN2O2,train,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3cccc(Cl)c3)CN1CC2,50,7.301029996
C23H31N6O6P,train,NC(=O)Nc1cccc(OP(=O)(OC2=CC=CC(NC(N)=O)C2)C2CCCN2C(=O)C2CCCN2)c1,2300,5.638272164
C19H24F5N3O4S,train,N[C@H](C(=O)N1C[C@H](F)[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,870,6.060480747
C24H26N4O5,train,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CO)C(=O)O,7900,5.102372909
C19H27N3O4S,train,COc1ccc(NC(=O)O[C@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,420,6.37675071
C13H16F2N2OS,train,N[C@@H](CC(=O)N1CCSC1)Cc1cc(F)ccc1F,270,6.568636236
C18H27N3O5S2,train,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,420,6.37675071
C15H29BN2O3,train,CC(C)[C@@H](NC1CCCCC1)C(=O)N1CCC[C@H]1B(O)O,16000,4.795880017
C9H20N2O,train,CCC(C)C(N)C(=O)N(C)CC,167000,3.777283529
C17H20ClFN4O4S,train,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1,40,7.397940009
C23H25F4N3O2,train,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(F)(F)F)cc1)Cc1ccccc1F,721,6.142064735
C17H18Cl2FN3O,train,CC(c1nc(-c2ccc(Cl)cc2Cl)no1)[C@H](N)C(F)=C1CCCC1,1165,5.933674075
C22H25F2N3O2,train,C[C@@H](c1ccc(N(C)C(=O)c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,300,6.522878745
C22H30F2N6O2,train,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,4.8,8.318758763
C14H21N3O,train,C=C(C)C[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,5.7,8.244125144
C14H20N4O2,train,N#C[C@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)CCCC1,30000,4.522878745
C23H26F3N3O4,train,CCOC(=O)C(F)(F)n1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O,92,7.036212173
C23H28F2N4O4,train,CCOC(=O)Nc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn(C)c(=O)c1F,120,6.920818754
C23H23FN4O4,train,COc1ccccc1[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@@H]1N,200,6.698970004
C18H20FN5O,train,N#Cc1cc(CN2C[C@H](N)[C@H](C(=O)N3CCC[C@H]3C#N)C2)ccc1F,3.6,8.443697499
C19H24N4O2,train,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N2Cc3ccccc3C2)[C@H](C)N1,11,7.958607315
C18H27N5O2S,train,Cc1cnc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)s1,340,6.468521083
C30H36N3O6P,train,NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,4800,5.318758763
C23H25F4N3O2,train,C[C@@H]1C(=O)N[C@H](Cc2ccccc2F)CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,126,6.899629455
C16H22N2O,train,N[C@H](C(=O)N1Cc2ccccc2C1)C1CCCCC1,15000,4.823908741
C11H21N3O2,train,CC(=O)NCC[C@H](N)C(=O)N1CCCCC1,518000,3.28567024
C30H36N5O6P,train,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2c3ccccc3CN2C(=O)[C@@H](N)CCCCN)cc1,500000,3.301029996
C19H22FN3O,train,C[C@@H](c1ccc(-c2ccncc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,110,6.958607315
C10H20N2O,train,CCCC[C@H](N)C(=O)N1CCCC1,15000,4.823908741
C12H21FN2O,train,N[C@H](C(=O)N1CCC(F)C1)C1CCCCC1,170,6.769551079
C16H22ClF3N2,train,CCCC[C@H]1CN(c2ccc(Cl)c(C(F)(F)F)c2)CC[C@H]1N,2800,5.552841969
C8H15N3O2,train,NC(=O)C[C@H](N)C(=O)N1CCCC1,188000,3.725842151
C7H14N2O,train,C[C@H](N)C(=O)N1CCCC1,41000,4.387216143
C11H20N2O,train,CCC(C)C(N)C(=O)N1CC=CCC1,52000,4.283996656
C17H18ClN5O,train,N#Cc1ccc(N[C@@H]2CNC(C(=O)N3CCC[C@H]3C#N)C2)cc1Cl,0.15,9.823908741
C11H14F3N,train,CC(C)[C@H](N)Cc1cc(F)c(F)cc1F,1930,5.714442691
C27H33F2N3O5,train,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O,0.48,9.318758763
C12H24N2O,train,CC[C@H](C)[C@H](N)C(=O)N1CCCCCC1,374000,3.427128398
C15H23N3O,train,NCCCC[C@H](N)C(=O)N1CCCc2ccccc21,1000000,3
C12H16F3N,train,CC(C)(C)[C@H](N)Cc1cc(F)c(F)cc1F,25900,4.586700236
C19H24N4O,train,Cc1cc2ccccc2n1C[C@H](C)NCC(=O)N1CCC[C@H]1C#N,69,7.161150909
C23H27N3O4S,train,NC(CC(=O)N1CSC[C@H]1C(=O)NCc1ccc(CC(=O)O)cc1)Cc1ccccc1,161,6.793174124
C13H17F3N2,train,N[C@H](Cc1cc(F)c(F)cc1F)C1CCNCC1,272,6.565431096
C21H18F2N2O,train,NC(=O)c1cccc(-c2ccc([C@H](N)Cc3cc(F)ccc3F)cc2)c1,32,7.494850022
C21H24FN3O2,train,C[C@@H](c1ccc(-c2cccc(C(N)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,100,7
C20H18F3N3O3,train,N[C@@H](CC(=O)N1N=CCC1C(=O)Oc1ccccc1)Cc1cc(F)c(F)cc1F,2200,5.657577319
C20H23N3O,train,O=C([C@@H]1C[C@@H](NCc2ccccc2)CN1)N1Cc2ccccc2C1,1000000,3
C16H22FN3O2,train,C[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1ccccc1F,40,7.397940009
C14H14F3N3O3,train,N[C@@H](CC(=O)N1N=CCC1C(=O)O)Cc1cc(F)c(F)cc1F,1400,5.853871964
C18H19FN6O,train,N#Cc1cccnc1N1C[C@H]2[C@H](NCC(=O)N3C[C@@H](F)C[C@H]3C#N)[C@H]2C1,91,7.040958608
C10H20N2O,train,CC[C@@H](C)[C@H](N)C(=O)N1CCCC1,3900,5.408935393
C10H20N2O,train,CC(C)C[C@H](N)C(=O)N1CCCC1,24000,4.619788758
C13H18N2O,train,N[C@@H](Cc1ccccc1)C(=O)N1CCCC1,21000,4.677780705
C9H16N2O3,train,N[C@@H](CCC(=O)O)C(=O)N1CCCC1,1000000,3
C10H20N6O,train,[N-]=[N+]=NC1CCN(C(=O)[C@@H](N)CCCCN)C1,1000000,3
C25H27F3N4O5,train,CCOC(=O)COc1ccc(CNC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,2100,5.677780705
C11H22N2O,train,CC[C@H](C)[C@H](N)C(=O)NC1CCCC1,1000000,3
C7H14N2OS,train,N[C@@H](CS)C(=O)N1CCCC1,37000,4.431798276
C8H16N2O2,train,C[C@@H](O)[C@H](N)C(=O)N1CCCC1,98000,4.008773924
C26H33N5O3,train,CC(C)=CCN1C(C2CC[C@H]3NCC[C@@H]23)=NC2C1C(=O)N(CC(=O)c1ccccc1)C(=O)N2C,18,7.744727495
C7H14N2O2,train,N[C@@H](CO)C(=O)N1CCCC1,190000,3.721246399
C18H27N3O3,train,N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N1CCCC1,15600,4.806875402
C9H19N3O,train,NCCC[C@H](N)C(=O)N1CCCC1,118000,3.928117993
C23H21Cl2N3O2,train,COc1ccccc1N1CCc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,2.28,8.642065153
C21H22F3N5O4S,train,N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccc(S(N)(=O)=O)cc1)Cc1cc(F)c(F)cc1F,3100,5.508638306
C20H19F3N4O2,train,N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccccc1)Cc1cc(F)c(F)cc1F,1600,5.795880017
C9H13FN2,train,CC(N)/C(F)=C1\CCC[C@@H]1C#N,7690,5.11407366
C17H25N3O3,train,N[C@@H](CCCNC(=O)OCc1ccccc1)C(=O)N1CCCC1,9700,5.013228266
C16H27BN2O3,train,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCC[C@H]1B(O)O,8,8.096910013
C10H19N5O,train,CC[C@H](C)[C@H](N)C(=O)N1CCC(N=[N+]=[N-])C1,107000,3.970616222
C10H19FN2O,train,CC[C@H](C)[C@H](N)C(=O)N1CCC(F)C1,3500,5.455931956
C10H19ClN2O,train,CC[C@H](C)[C@H](N)C(=O)N1CCC(Cl)C1,94000,4.026872146
